n,m,density,greedy,greedy_std,fv,er,sw025,sw050,sw075,win,tie
24,109,0.3949,5.687029,0.212696,6.5746793015,6.6757164908,4.0114453961,4.1939231663,4.6418706831,0,0
24,110,0.3986,5.558145,0.298941,6.6505722589,6.741380438,3.9590323387,4.4800640937,4.7527381483,0,0
24,111,0.4022,5.740851,0.308766,6.729014358,6.8465314158,4.3729623464,4.5957901291,5.0789197468,0,0
24,112,0.4058,5.705945,0.173317,6.793658878,6.8479289854,4.3772011154,4.9177765246,5.4216863412,0,0
24,113,0.4094,5.986144,0.061722,6.9057088589,6.8482318388,4.2842949798,5.196517861,5.5594938396,0,0
24,114,0.4130,6.035836,0.169277,6.9606228288,7.0137734966,4.4862277563,4.9593919387,5.5587703205,0,0
24,115,0.4167,6.169569,0.190729,7.0204242319,7.1420592043,4.2880667994,5.125174469,5.3988597551,0,0
24,116,0.4203,6.232324,0.308144,7.1313235627,7.1850230074,4.5088953744,4.7365103587,5.8827812757,0,0
24,117,0.4239,6.097027,0.397283,7.2399275772,7.1965773823,4.1171370636,4.5880925242,5.3893477057,0,0
24,118,0.4275,6.021839,0.502594,7.3109132395,7.3397162793,4.4531274932,4.1654844925,5.185766817,0,0
24,119,0.4312,6.578611,0.095865,7.3638423366,7.3413349998,4.7038754644,5.19784275,6.0909017284,0,0
24,120,0.4348,6.447585,0.180587,7.4556682687,7.4895060161,4.726482862,5.6788710246,6.4670468458,0,0
24,121,0.4384,6.374978,0.555844,7.5926232998,7.6318090308,5.0021343717,5.2044695419,5.8166882338,0,0
24,122,0.4420,6.561837,0.127731,7.6182693539,7.631964174,4.8435722543,5.5974220004,6.198517379,0,0
24,123,0.4457,6.695419,0.144995,7.699575599,7.7001764127,4.719452968,5.636352708,5.3411873712,0,0
24,124,0.4493,6.769503,0.205595,7.7669431349,7.8264103001,4.827574696,5.7337957523,6.3731955535,0,0
24,125,0.4529,6.833289,0.309615,7.8352596591,7.9851428509,5.1235561913,5.8825613309,6.4063719853,0,0
24,126,0.4565,6.795159,0.286740,7.9289101678,7.9879601389,5.2711152285,5.9319486319,7.399526188,0,0
24,127,0.4601,7.058344,0.219823,8.0718110491,8.1478589671,5.2947856812,5.9154288872,6.7305903655,0,0
24,128,0.4638,6.962631,0.287680,8.1643553875,8.2148719873,5.1364560208,6.0975208079,5.9767455931,0,0
24,129,0.4674,7.045963,0.412290,8.2675726614,8.2195025223,4.9606087252,6.334739278,7.0655968101,0,0
24,130,0.4710,7.183129,0.252380,8.3839260774,8.2195089714,5.3510051752,6.0804680447,7.7050559867,0,0
24,131,0.4746,7.222359,0.352093,8.4512275264,8.3657612037,5.5145738138,6.7772290308,6.3644259281,0,0
24,132,0.4783,7.416800,0.121424,8.5147630533,8.5424444644,4.9892804428,5.9046689372,6.4796776446,0,0
24,133,0.4819,7.411826,0.244650,8.6296342424,8.6430344442,5.6836022782,6.6784563118,6.6437038801,0,0
24,134,0.4855,7.354402,0.163278,8.7077381955,8.6531639801,6.084626896,7.0088943367,6.6757407198,0,0
24,135,0.4891,7.605924,0.184587,8.8380917803,8.7370846104,5.9455672235,6.7453964936,7.9186416903,0,0
24,136,0.4928,7.431975,0.297975,8.8805606528,8.7642579943,5.9035396161,5.6531334636,7.3052287066,0,0
24,137,0.4964,7.810831,0.221902,8.9417076616,8.8077664151,6.3186584841,6.7158862,7.4372192835,0,0
24,138,0.5000,7.653188,0.461180,9.0320808948,8.8971624817,6.0217079075,6.9674772294,7.7676958372,0,0
24,139,0.5036,8.131023,0.148619,9.0884208789,8.9803230615,6.395879511,6.3817627534,7.6773411537,0,0
24,140,0.5072,7.892793,0.349850,9.220260411,9.1337413339,6.4492940611,7.0041918312,7.8862382611,0,0
24,141,0.5109,7.739079,0.220296,9.2304246966,9.1672390731,6.6540957299,6.4141979457,8.0073644568,0,0
24,142,0.5145,7.901709,0.856743,9.3758870798,9.417979582,6.5490903751,7.0454427724,7.9502332301,0,0
24,143,0.5181,8.284630,0.357505,9.4313794097,9.6724543906,6.8281474926,7.4298177829,8.4048297837,0,0
24,144,0.5217,8.193522,0.485020,9.5683882743,9.7031396284,6.7739860274,7.0129217921,7.7140023889,0,0
24,145,0.5254,8.389650,0.278111,9.633751098,9.9721346977,6.7766045782,7.36147586,7.5550380244,0,0
24,146,0.5290,8.218460,0.390886,9.6901515975,9.972201813,6.9467524808,7.030409849,8.4784455242,0,0
24,147,0.5326,8.472070,0.418362,9.7439354349,9.9722563369,7.1367995859,7.7094210447,8.0961928104,0,0
24,148,0.5362,8.734038,0.265134,9.8367208509,10.0146587575,6.796096732,7.4424536703,8.7362398404,0,0
24,149,0.5399,8.670271,0.216967,9.9962709055,10.0665291174,7.3718795239,7.6788674861,8.1988716956,0,0
24,150,0.5435,8.786236,0.422786,10.0207201296,10.2950452038,7.0830562405,8.0974267883,7.9712949985,0,0
24,151,0.5471,8.632536,0.240142,10.1085538548,10.3081006307,7.3952678807,7.4589148837,8.5206456928,0,0
24,152,0.5507,8.841690,0.348249,10.2251310527,10.3804114313,7.5672728126,7.7605082127,8.4754039615,0,0
24,153,0.5543,9.089693,0.211484,10.3422122782,10.5283003568,6.9325097317,8.3064521801,8.4285737842,0,0
24,154,0.5580,9.108402,0.302040,10.3995554754,10.529283234,7.2770394306,7.9500336362,9.1857765005,0,0
24,155,0.5616,9.241390,0.256423,10.4807518505,10.532740624,7.3207913673,8.1058280924,8.173868336,0,0
24,156,0.5652,9.127379,0.241099,10.5491195557,10.532740624,7.7973711064,8.496352911,8.4594452279,0,0
24,157,0.5688,9.381736,0.672067,10.6488642437,10.6742477532,7.9080398247,8.7865197216,8.6934684339,0,0
24,158,0.5725,9.532306,0.121367,10.6925879352,10.6834104066,8.3262022102,8.9261751434,9.4002280065,0,0
24,159,0.5761,9.626239,0.290752,10.8756795897,10.7398518718,8.1703153128,8.4033571959,9.3804404247,0,0
24,160,0.5797,9.420301,0.390948,11.0097211808,10.8694194973,7.8184217384,8.7457763961,9.3076461495,0,0
24,161,0.5833,9.653942,0.483742,11.0888744397,10.9816588277,7.7873606836,9.2021973941,9.0283361706,0,0
24,162,0.5870,9.965999,0.092394,11.2162838962,10.992773505,8.5170278851,8.4736332065,9.2457970086,0,0
24,163,0.5906,9.750252,0.298208,11.2485722542,11.1213435537,8.5627924115,8.4344343625,9.7179013329,0,0
24,164,0.5942,10.063340,0.212420,11.4117903551,11.17851164,8.2233428914,9.3029976962,10.2009843743,0,0
24,165,0.5978,9.800351,0.567845,11.499257793,11.1788103893,8.5129681292,9.1446358664,9.7717997105,0,0
24,166,0.6014,10.404562,0.310503,11.5932408348,11.3820569283,8.3781592259,9.8185322167,9.5246831096,0,0
24,167,0.6051,10.081777,0.558836,11.6332140843,11.3959227034,8.3426599296,9.173450514,9.6777285628,0,0
24,168,0.6087,10.120787,0.566649,11.6617356876,11.3971070288,8.8993275406,9.4210335764,10.4677416776,0,0
24,169,0.6123,10.234337,0.341170,11.7700306184,11.4121698322,8.8370708777,9.6349143421,10.3520690467,0,0
24,170,0.6159,10.611600,0.214641,11.8348761042,11.5157176652,9.051368905,8.7904134295,10.5884230138,0,0
24,171,0.6196,10.541942,0.211189,11.8648494829,11.6088247445,9.5097101525,9.5771419512,10.3966368027,0,0
24,172,0.6232,10.528259,0.352132,12.0209958077,11.7880050136,9.636107656,9.5694911956,10.5168436824,0,0
24,173,0.6268,10.780537,0.378436,12.173573214,11.9171643976,9.5229977036,9.2415016669,10.2262783632,0,0
24,174,0.6304,10.835308,0.126426,12.1918576906,12.1944324149,9.7735877829,9.2036047632,10.3378802307,0,0
24,175,0.6341,10.500789,0.537280,12.1988200083,12.3049560746,10.1674493806,9.6900728875,10.6991691872,0,0
24,176,0.6377,10.981010,0.450395,12.3558507567,12.5569322032,9.5055768003,10.3617291938,11.1494050434,0,0
24,177,0.6413,11.093253,0.185637,12.3867630054,12.6339839778,9.7131995256,10.7314896829,11.3886607093,0,0
24,178,0.6449,11.381164,0.140779,12.464732201,12.6850266126,9.3073071387,10.7430509603,11.626790067,0,0
24,179,0.6486,10.758989,0.666544,12.5556699876,12.7371934769,9.7583017,10.3456284903,10.9490320124,0,0
24,180,0.6522,11.086152,0.356919,12.7073180253,13.014345392,9.7883526473,9.8971048344,10.6895951935,0,0
24,181,0.6558,11.607254,0.428009,12.7502320746,13.1244153266,10.0375639036,9.3627308844,10.4455870462,0,0
24,182,0.6594,11.227399,0.325006,12.7855503575,13.160789984,9.6558374166,10.2743727867,11.5065521639,0,0
24,183,0.6630,11.543183,0.432039,12.9107837782,13.185048246,10.5557361203,10.6932918919,11.4824112533,0,0
24,184,0.6667,11.382412,0.329866,13.0540316692,13.2499692256,9.9574663608,10.8233606832,11.3316585327,0,0
24,185,0.6703,11.402148,0.383288,13.1519649143,13.3375146996,10.2954930591,10.3744723792,11.035650978,0,0
24,186,0.6739,12.070942,0.251745,13.1867520715,13.3542686874,10.8300814016,9.9250346901,11.2149623681,0,0
24,187,0.6775,11.977229,0.292446,13.3357329688,13.5831261539,11.2104094446,10.362485528,11.6105721071,0,0
24,188,0.6812,11.317210,0.686482,13.4896838142,13.644569289,10.8237251803,11.1252117621,11.7023251999,0,0
24,189,0.6848,12.235776,0.389436,13.5351289115,13.6455226398,10.9683459804,11.4811176144,12.8908928569,0,0
24,190,0.6884,11.898510,0.396140,13.6698787815,13.81159582,11.3347668687,11.0000139258,11.44056359,0,0
24,191,0.6920,12.178812,0.315159,13.7360025364,13.9376163684,11.6019843691,11.7752001729,12.0316973057,0,0
24,192,0.6957,11.809076,0.916682,13.8016383017,14.1308018137,11.4269830943,11.6122225001,12.4441409668,0,0
24,193,0.6993,12.521216,0.547427,13.8421460711,14.2175713835,10.6493142048,12.1137487529,12.1954237515,0,0
24,194,0.7029,12.237240,0.460771,13.9818025609,14.326419066,11.6602055113,11.0866702036,12.6281201386,0,0
24,195,0.7065,12.770521,0.214527,14.0674440993,14.4978755847,11.0357795805,11.8062188484,12.9025369082,0,0
24,196,0.7101,12.655294,0.467419,14.1581900704,14.5385505257,12.0013380901,11.7524795144,12.8345580232,0,0
24,197,0.7138,13.163619,0.205236,14.2992363072,14.5672212214,11.481959724,12.3111679319,12.8101108952,0,0
24,198,0.7174,13.061484,0.312695,14.3667681366,14.681798838,12.0033760979,11.4016829645,12.6190599326,0,0
24,199,0.7210,13.370490,0.163685,14.4496000045,14.8216144741,11.9495179187,12.1536086619,13.0094492562,0,0
24,200,0.7246,12.751431,0.267396,14.6122728926,14.9251202168,11.9039310164,12.300415631,13.6588193829,0,0
24,201,0.7283,12.791265,0.515995,14.6455520387,14.9301802071,12.4429989103,11.8398564536,13.5359710769,0,0
24,202,0.7319,13.133597,0.572346,14.7273667325,14.9751251129,12.2202069853,12.2835775125,13.4822985821,0,0
24,203,0.7355,13.447433,0.504096,14.8100077571,14.9775887141,12.4862379658,12.4581323995,13.894105211,0,0
24,204,0.7391,13.031548,0.501524,14.9709419777,15.1663127958,12.4836560025,13.1487109142,12.9550619453,0,0
24,205,0.7428,13.300644,0.333204,15.1538506254,15.264898148,11.6954057748,12.5677935976,14.1052431754,0,0
24,206,0.7464,13.257896,0.253200,15.1791690374,15.4849225371,12.7509372651,13.0102669735,14.0939211406,0,0
24,207,0.7500,13.863267,0.330569,15.2220528276,15.5295715248,12.9520336233,13.2757809199,14.6757099404,0,0
24,208,0.7536,13.349173,0.321432,15.3248898702,15.5613274468,13.0897141318,13.5675907058,13.5580306254,0,0
24,209,0.7572,13.594931,0.371166,15.4536284722,15.622502548,13.5032877972,13.7486615921,13.3128891438,0,0
24,210,0.7609,14.039767,0.531504,15.5135498038,15.6252808567,12.6691769854,13.5611729924,14.1408562221,0,0
24,211,0.7645,13.566035,0.596697,15.6285894154,15.6749833572,13.136580793,14.1357049604,14.0141481347,0,0
24,212,0.7681,14.482006,0.330392,15.7842073794,15.8942127095,13.1274039903,13.6937475388,14.0973036132,0,0
24,213,0.7717,14.125230,0.398078,15.8282565773,15.9185621513,13.3454980957,13.9245870262,14.034161347,0,0
24,214,0.7754,14.328437,0.293540,15.9071904352,16.1754480473,13.7179348118,14.4813726214,14.1259368383,0,0
24,215,0.7790,14.466569,0.399521,15.947756739,16.2999673654,13.7579742931,13.4593485838,14.045659454,0,0
24,216,0.7826,14.484102,0.335321,16.1353316985,16.3593096021,13.3378907657,14.3905168683,14.6703791675,0,0
24,217,0.7862,14.586533,0.564427,16.1907990703,16.3704227667,12.7756634132,13.3117684169,14.8941592187,0,0
24,218,0.7899,14.367034,0.450887,16.2452494325,16.4386808216,13.1378204713,14.5909190628,14.7813792312,0,0
24,219,0.7935,14.633934,0.603700,16.335523371,16.4387028609,13.6313404165,13.0120149063,14.7929614225,0,0
24,220,0.7971,14.967616,0.292475,16.5281267546,16.4387028609,13.655831379,14.6074901487,15.826626738,0,0
24,221,0.8007,14.604951,0.441632,16.606983759,16.7712381224,13.7522572317,14.0429967172,15.0754047892,0,0
24,222,0.8043,14.614751,0.183867,16.6450544517,16.9641337935,13.7614931984,14.5156267161,15.2951752298,0,0
24,223,0.8080,15.063402,0.473417,16.7532065313,17.2790448377,14.0116895726,14.7738797551,15.1539166689,0,0
24,224,0.8116,15.158349,0.529942,16.8368995774,17.3486725216,14.2248813969,15.1608085674,14.9717953677,0,0
24,225,0.8152,15.366923,0.301362,17.0099532444,17.4219793667,14.7658714551,15.0252867514,15.6496219373,0,0
24,226,0.8188,15.219452,0.443296,17.0756504842,17.4219793667,13.9563128122,15.553920073,15.3953228018,0,0
24,227,0.8225,15.566119,0.245944,17.1403262989,17.4219793667,14.7573255607,15.3098186249,15.3948043067,0,0
24,228,0.8261,15.484007,0.206864,17.2067523471,17.5188056959,14.1286255449,14.7543472569,15.6509102938,0,0
24,229,0.8297,15.829742,0.186615,17.291151537,17.5188056959,14.5698742902,14.9498221355,15.6709749191,0,0
24,230,0.8333,16.014159,0.409599,17.4635375513,17.6591273397,15.3001632755,15.5071674878,16.7559611992,0,0
24,231,0.8370,16.174294,0.400318,17.5775951958,17.7205476842,15.89562256,15.6001763011,15.612907653,0,0
24,232,0.8406,15.985887,0.334122,17.6455816598,17.7205476842,14.6669391513,15.7758858332,16.4088938414,0,0
24,233,0.8442,15.930309,0.294993,17.792736336,17.7205476842,14.6029503925,15.2953374176,16.3940125845,0,0
24,234,0.8478,15.971814,0.398878,17.960399066,17.8043569751,15.7076050033,15.8936960445,16.6352953504,0,0
24,235,0.8514,16.494311,0.508550,18.0324971993,18.03087258,16.3138335829,15.9274097047,16.7841402734,0,0
24,236,0.8551,16.386780,0.360651,18.08533683,18.1268804263,15.819218586,16.0183422474,16.5330458291,0,0
24,237,0.8587,16.222725,0.357926,18.236836512,18.2960896453,15.9347826966,15.8759110393,16.6804576196,0,0
24,238,0.8623,16.421363,0.575241,18.3113083167,18.4263188669,16.0791465439,15.762972152,16.5210543634,0,0
24,239,0.8659,15.656235,1.141542,18.4596688067,18.4263188669,15.5024116501,16.8699717395,17.0359484818,0,0
24,240,0.8696,16.449670,0.587962,18.5394027375,18.5222485433,16.4608944681,16.1531965337,18.0524672019,0,0
24,241,0.8732,16.783831,0.468598,18.6969678107,18.6099401296,16.4008102073,16.8026844247,17.1792951982,0,0
24,242,0.8768,17.030008,0.447035,18.7223133013,18.9387842064,16.7588107937,16.8363412884,16.3310940839,0,0
24,243,0.8804,17.271617,0.306702,19.0349909158,19.0,16.0025292537,17.1552314772,17.5038169355,0,0
24,244,0.8841,17.140658,0.682018,19.0590112479,19.0753369427,16.7827713327,16.7737630597,17.5061979046,0,0
24,245,0.8877,17.447544,0.299610,19.1439383417,19.2679491924,16.5947272004,17.1035216677,17.9727383306,0,0
24,246,0.8913,17.085130,0.478070,19.1758405297,19.2679491924,16.7302466934,16.9830938853,17.7520717124,0,0
24,247,0.8949,17.649415,0.446707,19.2439837588,19.2679491924,16.874561158,17.3322886836,18.3966414808,0,0
24,248,0.8986,17.151226,0.345933,19.435179261,19.4024091874,16.5805753082,17.3408127238,17.8813023029,0,0
24,249,0.9022,17.348510,0.905818,19.4806322646,19.5857864376,17.3595308756,16.9278922624,17.5664996872,0,0
24,250,0.9058,18.072654,0.701627,19.7635290311,19.5857864376,18.0472095265,17.9742663339,18.2314088728,0,0
24,251,0.9094,16.288179,3.251701,19.7639325033,19.6972243623,17.1426204309,17.7783559125,18.6250927829,0,0
24,252,0.9130,18.132040,0.465700,20.0,19.7856802566,17.2583873069,17.8476020947,18.2727294681,0,0
24,253,0.9167,17.523169,1.242737,20.0,20.0,17.744818951,17.5768456531,17.6014965495,0,0
24,254,0.9203,17.493879,1.331255,20.0501441756,20.0,17.8936270014,18.6330161678,17.9312336078,0,0
24,255,0.9239,14.977489,3.408810,20.1980622642,20.2679491924,18.4105253268,18.4248997022,19.0908695848,0,0
24,256,0.9275,15.752855,2.490118,20.1980622642,20.2679491924,18.6159282901,19.0643165232,19.5853371158,0,0
24,257,0.9312,17.357550,0.665338,20.5857864376,21.0,17.9025903847,19.0237926852,19.2516173489,0,0
24,258,0.9348,17.204170,0.904313,20.5857864376,21.0,18.1733915248,18.9589539526,19.2650088262,0,0
24,259,0.9384,17.620629,0.743077,20.5857864376,21.0,18.7896951273,18.4530861996,18.488441522,0,0
24,260,0.9420,16.905912,0.798356,21.0,21.0,18.380984901,19.6661597136,18.9309227063,0,0
24,261,0.9457,17.211261,0.421112,21.0,21.0,18.4997980945,18.878397246,19.7826495653,0,0
24,262,0.9493,17.941256,1.072088,21.0,21.0,18.8094169613,19.213322746,18.9929689673,0,0
24,263,0.9529,17.469038,0.785405,21.0,21.0,18.9585762861,19.4024870615,19.213972791,0,0
24,264,0.9565,17.784200,0.625887,21.0,21.0,19.8245783428,19.6586272584,20.6050617011,0,0
24,265,0.9601,17.632047,0.926312,21.0,21.0,19.469618773,19.7778718845,19.890593173,0,0
