n,m,density,greedy,greedy_std,fv,er,sw025,sw050,sw075,win,tie
16,39,0.3250,2.327355,0.132176,2.8069105132,2.9125349461,1.6826373783,1.9152401004,1.8761471274,0,0
16,40,0.3333,2.372777,0.196580,2.9248618971,3.0429046514,1.4482884593,1.8240232393,2.0055427467,0,0
16,41,0.3417,2.686743,0.196496,3.1144599369,3.062091659,1.9098516853,1.8103995472,2.2688758872,0,0
16,42,0.3500,2.668484,0.333244,3.1289199739,3.340469917,1.7219402304,2.2892122149,2.416501837,0,0
16,43,0.3583,2.709425,0.137961,3.3985465922,3.5418563226,1.7640625536,2.0915817357,2.6591860682,0,0
16,44,0.3667,3.062736,0.210809,3.5752209523,3.5640112903,2.0626650144,2.2905510442,2.2737921924,0,0
16,45,0.3750,2.905929,0.331339,3.6404081636,3.7518034175,2.1165694667,2.2152006218,3.0126029722,0,0
16,46,0.3833,3.260025,0.208718,3.7960191137,3.873176927,2.3842092094,2.521865113,2.4683192659,0,0
16,47,0.3917,3.285783,0.140142,3.896176629,3.8932623009,2.3189760598,2.3698842787,2.8434167629,0,0
16,48,0.4000,3.461759,0.253841,3.9349892176,4.1469843647,2.4571695822,2.3999248296,3.5552097154,0,0
16,49,0.4083,3.579533,0.200088,3.9613971792,4.4528374502,2.2695991241,2.6682591114,2.8383648576,0,0
16,50,0.4167,3.760518,0.199166,4.2097053867,4.5189471477,2.4247741986,2.7839151156,3.1717458546,0,0
16,51,0.4250,3.728108,0.171234,4.349223822,4.7277063304,2.5623804266,2.9849811419,3.9266974109,0,0
16,52,0.4333,3.876919,0.160969,4.4294100556,4.7963338488,2.8710211905,2.8526821582,3.5807996703,0,0
16,53,0.4417,4.298771,0.100355,4.489005077,5.0,2.8646165054,3.1255488231,4.0240580387,0,0
16,54,0.4500,4.355343,0.413010,4.7072381488,5.0,3.0607766744,3.2503627138,3.2422915252,0,0
16,55,0.4583,4.367214,0.146921,4.888428397,5.0141597023,3.2778826653,3.3873225832,3.8587360785,0,0
16,56,0.4667,4.593065,0.165811,5.0,5.0454660038,3.3776009441,3.4835495254,3.8387579858,0,0
16,57,0.4750,4.591565,0.193960,5.069582918,5.2744754594,3.3338420898,3.533864539,4.4393291584,0,0
16,58,0.4833,4.823200,0.209661,5.1052451368,5.5347480154,3.6203908397,4.075915181,4.2606682518,0,0
16,59,0.4917,4.805816,0.099382,5.2732652054,5.5595197631,3.4521920401,3.7141865437,3.9926163591,0,0
16,60,0.5000,5.039298,0.168508,5.429698182,5.6912353896,3.6960762577,4.2415247008,4.0787999478,0,0
16,61,0.5083,4.982705,0.372220,5.5864584936,5.6992551396,4.0364221959,3.8306736971,4.7899518202,0,0
16,62,0.5167,5.252229,0.230580,5.65748054,5.716041799,4.028371341,4.5022586014,4.6196541601,0,0
16,63,0.5250,5.200606,0.377413,5.8252499164,5.7170192096,4.1502539959,4.5725431132,5.0878734403,0,0
16,64,0.5333,5.514406,0.244812,6.0516826535,5.8181532221,4.2233416334,4.5948993974,4.9691777403,0,0
16,65,0.5417,5.373403,0.273475,6.2227194375,6.1727815511,4.51077655,4.9815442534,5.0528870809,0,0
16,66,0.5500,5.722593,0.239871,6.2368295373,6.2504040528,4.1861337933,4.9753115952,5.021262444,0,0
16,67,0.5583,5.768581,0.222346,6.4190937243,6.3753440203,4.8481558927,5.4338223358,5.4712030602,0,0
16,68,0.5667,6.069505,0.187642,6.5151642217,6.5057256322,4.6518193939,5.3045409896,5.6858144106,0,0
16,69,0.5750,6.130686,0.152027,6.5520400569,6.772894012,4.7848980949,4.8488338969,5.8873551307,0,0
16,70,0.5833,6.289238,0.155581,6.7172580325,6.8043771426,4.7263585303,6.0648436231,5.5930984596,0,0
16,71,0.5917,6.314852,0.170597,6.89927162,7.0349865511,5.2698242498,5.7095110867,6.016502014,0,0
16,72,0.6000,6.448980,0.189565,7.1073014958,7.3635320973,5.2764408201,5.4088090152,6.6972673895,0,0
16,73,0.6083,6.748723,0.263295,7.2490480767,7.4288835681,5.4352543381,5.4911588397,6.4806573742,0,0
16,74,0.6167,6.656797,0.278740,7.3714684117,7.4325039149,5.1004475726,5.2755261982,6.1584690812,0,0
16,75,0.6250,6.841720,0.135328,7.3972049694,7.6980484537,5.7538310244,6.2354758616,7.0645678217,0,0
16,76,0.6333,7.144129,0.118210,7.657714977,7.8459270707,5.8138864256,5.8869145082,6.2582351797,0,0
16,77,0.6417,7.294740,0.188930,7.7059543656,7.8588557814,6.0168632069,6.3674142722,7.5611149612,0,0
16,78,0.6500,7.222925,0.290912,7.9734441702,8.0249300339,6.0825974498,6.6071394725,6.7859280214,0,0
16,79,0.6583,7.331545,0.120512,7.9976192558,8.2086054196,6.3801643597,5.5808531745,6.7341213872,0,0
16,80,0.6667,7.461385,0.271496,8.1240184243,8.2086054196,6.3654972324,6.6017008994,7.6626419143,0,0
16,81,0.6750,7.710145,0.252041,8.3198673329,8.3700784004,6.5091859942,7.1601927712,7.7941716919,0,0
16,82,0.6833,7.612935,0.399425,8.4754255416,8.4399618165,6.6430546665,7.0215623468,6.8793890275,0,0
16,83,0.6917,8.013150,0.355690,8.5720462329,8.5857864376,6.8073614671,7.3353341001,8.320834993,0,0
16,84,0.7000,8.048882,0.303296,8.6210717256,8.8105124488,7.0090538303,6.8471933818,7.8826411584,0,0
16,85,0.7083,8.124975,0.363825,8.8335122409,8.9230412269,7.137022768,7.2267022518,8.4328863077,0,0
16,86,0.7167,8.181500,0.467947,9.0206512489,9.3544127957,7.0610942483,7.8703019596,8.0561980171,0,0
16,87,0.7250,8.510717,0.289721,9.143847634,9.3544127957,7.4536977772,8.0212478939,8.2842573883,0,0
16,88,0.7333,8.622613,0.387961,9.338578304,9.5857864376,7.8177269829,7.6561263369,8.5617350144,0,0
16,89,0.7417,8.501657,0.318856,9.3786485027,9.5857864376,7.9167178828,8.030478532,8.6078910155,0,0
16,90,0.7500,8.988673,0.175696,9.6428556094,9.5857864376,7.4965759946,8.2866121371,8.3323175281,0,0
16,91,0.7583,9.657594,0.261102,9.8943467449,10.1146046447,8.3579638188,7.8125371759,8.534879566,0,1
16,92,0.7667,9.170223,0.473913,10.0,10.2679491924,7.7550368571,8.859095373,9.2421534883,0,0
16,93,0.7750,9.380757,0.126656,10.178579716,10.5188056959,8.3853772745,9.0698207951,9.1547613209,0,0
16,94,0.7833,9.793846,0.371969,10.4094863043,10.5946216024,8.180771152,9.2235263906,9.8253741195,0,0
16,95,0.7917,9.783538,0.447637,10.5778784309,10.5946216024,8.654992045,8.5316613824,10.4893575178,0,0
16,96,0.8000,9.680383,1.095147,10.6679233809,11.0,8.5659629022,9.2358972519,9.8284230175,0,0
16,97,0.8083,9.766727,0.706064,11.0,11.0,9.3030173632,9.1211262537,9.8255789372,0,0
16,98,0.8167,10.190801,0.316098,11.0,11.0,9.3834394305,9.7289445096,9.9075053845,0,0
16,99,0.8250,10.025018,0.777287,11.0,11.0,9.2284131769,9.8549561358,9.6875540648,0,0
16,100,0.8333,10.803552,0.427029,11.3819660113,11.3819660113,9.290129756,10.5345528585,10.3823073723,0,0
16,101,0.8417,11.280151,0.314886,11.3819660113,11.5857864376,9.3138417433,9.3599444368,10.6298418422,0,1
16,102,0.8500,10.513685,0.617223,11.3819660113,11.5857864376,9.7383310038,10.2377706005,11.6411303678,0,0
16,103,0.8583,10.739955,0.227686,11.5044923434,11.5857864376,10.3059325148,10.813923772,10.8422592025,0,0
16,104,0.8667,10.942465,0.406594,11.6140474549,12.0,10.4077730979,11.1452327436,10.9036596094,0,0
16,105,0.8750,10.562083,1.545496,12.0810140528,12.0,10.497272046,11.0624424735,11.128893538,0,0
16,106,0.8833,10.373033,0.586346,12.2679491924,12.3819660113,9.9028956971,10.98143419,12.0837651629,0,0
16,107,0.8917,10.496432,1.002526,12.3819660113,12.3819660113,10.9150499063,11.3328984642,11.3126749952,0,0
16,108,0.9000,11.179398,0.939690,12.3819660113,12.5857864376,11.1344676229,12.4548454493,12.1883107241,0,0
16,109,0.9083,10.572121,0.955675,12.3819660113,12.5857864376,11.6643270298,11.4078607273,11.9880175434,0,0
16,110,0.9167,10.918769,0.861567,13.0,13.0,11.5106896056,11.8577704138,11.8142278107,0,0
16,111,0.9250,11.565983,0.466278,13.0,13.0,11.1164157633,11.7596711031,12.5659827027,0,0
16,112,0.9333,11.944563,0.669212,13.0,13.0,11.8905696275,12.4501526498,11.9930388508,0,0
16,113,0.9417,11.440329,1.029004,13.0,14.0,12.0225848627,12.6471403283,13.0831399902,0,0
16,114,0.9500,11.565983,1.008670,14.0,14.0,12.8343145751,13.4,13.4,0,0
16,115,0.9583,12.400000,0.800000,14.0,14.0,13.4343145751,13.2831399902,13.4,0,0
16,116,0.9667,12.765983,0.786801,14.0,14.0,13.6,13.4763932023,13.0343145751,0,0
16,117,0.9750,13.000000,0.632456,14.0,14.0,13.4,14.0,13.9171572875,0,0
16,118,0.9833,13.800000,0.400000,14.0,14.0,14.0,14.8,14.2,0,0
16,119,0.9917,14.000000,0.000000,14.0,14.0,14.4,14.8,15.2,0,0
16,120,1.0000,16.000000,0.000000,16.0,16.0,16.0,16.0,16.0,0,1
