n,m,v10
64,554,11.5286986953
64,555,9.3274914603
64,556,12.1505576033
64,557,12.1929297824
64,558,12.0680368078
64,559,11.6971253737
64,560,12.3888625629
64,561,11.6400548564
64,562,12.2823040622
64,563,12.3936672363
64,564,9.5681440221
64,565,10.1643690724
64,566,12.5964265185
64,567,12.4643087852
64,568,11.8270748561
64,569,12.6325109677
64,570,12.5752141086
64,571,10.3694756412
64,572,12.4004558797
64,573,11.1175515590
64,574,10.9627334468
64,575,11.7489710958
64,576,12.6383024178
64,577,10.6544767280
64,578,0.0008820734
64,579,12.8724991324
64,580,12.0599727780
64,581,9.4383891300
64,582,12.9265623825
64,583,12.9781012507
64,584,12.5576165667
64,585,13.0837911920
64,586,12.9332742307
64,587,13.0443465336
64,588,10.3140435900
64,589,8.6067822983
64,590,13.1935102965
64,591,13.1351706946
64,592,13.1387197856
64,593,9.4560343803
64,594,13.1448065762
64,595,13.3295599386
64,596,13.2693826429
64,597,13.3465617354
64,598,13.2951532939
64,599,13.4878704852
64,600,13.3489852703
64,601,11.4980865901
64,602,13.4077837923
64,603,13.5030692944
64,604,13.5902055491
64,605,13.5938313766
64,606,13.6908748488
64,607,13.1217143196
64,608,10.1573912556
64,609,13.7259999970
64,610,13.7318886831
64,611,13.7024221893
64,612,13.8157937007
64,613,13.7296992114
64,614,13.9237943817
64,615,13.7708039036
64,616,9.8213103399
64,617,13.9295788224
64,618,9.9503088440
64,619,12.7159364600
64,620,12.6532484730
64,621,14.1370793933
64,622,14.1541806787
64,623,13.9461032099
64,624,14.2031267534
64,625,14.2026976916
64,626,14.3623500598
64,627,14.1874464106
64,628,14.2575266797
64,629,14.1204105528
64,630,14.4263490038
64,631,14.1890051790
64,632,14.2757847847
64,633,13.9066706501
64,634,14.4892839736
64,635,13.5551769729
64,636,14.5176684331
64,637,12.6740561566
64,638,11.4818688602
64,639,11.0169582861
64,640,13.2805237920
64,641,12.8324212901
64,642,14.6696900261
64,643,14.6423385096
64,644,14.7388212504
64,645,14.8300881625
64,646,12.7367950214
64,647,14.7994519504
64,648,14.9097649503
64,649,14.8404613961
64,650,14.8342268783
64,651,15.0587226254
64,652,12.1274284372
64,653,15.0416430976
64,654,14.9964497389
64,655,13.0860273002
64,656,13.1947899455
64,657,15.1417834812
64,658,15.0963520904
64,659,12.4696401253
64,660,8.7852186511
64,661,15.2155336825
64,662,12.6453892482
64,663,14.4828585532
64,664,14.9746604601
64,665,15.3392503700
64,666,15.4097328923
64,667,15.4023644885
64,668,15.4014725350
64,669,15.4767744844
64,670,15.4071848216
64,671,13.0443857914
64,672,15.6895598167
64,673,15.4396301358
64,674,13.2729368695
64,675,11.2273070962
64,676,15.6254188095
64,677,15.6327708656
64,678,11.7228453666
64,679,15.6998818807
64,680,15.7891360595
64,681,15.8068446598
64,682,15.7690240225
64,683,15.6715518903
64,684,15.6968624597
64,685,14.3387702481
64,686,15.9780000827
64,687,15.9984067694
64,688,12.6417967328
64,689,16.0359058396
64,690,15.8979713215
64,691,16.2258252786
64,692,16.0783042408
64,693,16.1877323766
64,694,16.2333281500
64,695,16.2330221231
64,696,16.3730826377
64,697,16.4230508717
64,698,16.2160804543
64,699,16.3218668284
64,700,16.4878271815
64,701,16.2988002596
64,702,16.5891214108
64,703,13.7592758719
64,704,16.3981059087
64,705,15.6770498542
64,706,16.5523614227
64,707,16.3387573526
64,708,16.4332845896
64,709,12.4469919163
64,710,15.1045956287
64,711,10.2493081478
64,712,16.4373017715
64,713,16.5388723238
64,714,16.6628995498
64,715,16.6318089678
64,716,16.5694860881
64,717,16.9308738195
64,718,17.0776973291
64,719,15.2352523267
64,720,16.5025030712
64,721,15.1645357281
64,722,15.9761102645
64,723,17.0424082994
64,724,16.9321114815
64,725,17.0868949907
64,726,17.1184116866
64,727,16.6492505239
64,728,11.0788238242
64,729,17.0628183743
64,730,15.9766201087
64,731,17.3115245340
64,732,13.1119604863
64,733,17.3370194986
64,734,17.1771894918
64,735,17.3727472744
64,736,17.4541776234
64,737,17.4452578949
64,738,17.5652410606
64,739,17.6194311094
64,740,14.8530366862
64,741,17.6327379918
64,742,17.7065049017
64,743,17.4721625676
64,744,16.9826595885
64,745,16.0814230762
64,746,17.7801106737
64,747,15.7248382929
64,748,17.7424334083
64,749,17.8223102582
64,750,14.7766754234
64,751,17.7253453831
64,752,17.8958596709
64,753,17.9473778458
64,754,17.9303220215
64,755,18.0138630650
64,756,18.0152609944
64,757,18.0804407796
64,758,17.0368227546
64,759,14.1970732270
64,760,18.2124698540
64,761,18.1363586982
64,762,18.2455993749
64,763,17.1712371287
64,764,16.1806704565
64,765,18.4717244780
64,766,18.3386911850
64,767,14.9684857347
64,768,18.0992884313
64,769,18.3798446823
64,770,14.6803660030
64,771,18.4569305508
64,772,16.2747910240
64,773,18.4742149743
64,774,18.6059816611
64,775,15.3248485627
64,776,18.6169219886
64,777,18.7078468500
64,778,16.4605867593
64,779,17.5280828961
64,780,17.5859454995
64,781,18.7951011878
64,782,18.8247410728
64,783,19.0283734201
64,784,17.3470798504
64,785,19.0222282289
64,786,17.2107557916
64,787,19.1696515245
64,788,17.4078009839
64,789,17.0845751286
64,790,18.8194323057
64,791,18.3839752349
64,792,19.2207874099
64,793,19.0421806271
64,794,19.0097810108
64,795,19.2518185710
64,796,17.8130558743
64,797,15.9210721638
64,798,19.3068679318
64,799,19.3438005147
64,800,19.4171262485
64,801,12.3343918418
64,802,19.3536475404
64,803,17.5284681767
64,804,19.5808800762
64,805,16.5728842088
64,806,19.4198506659
64,807,19.3965630941
64,808,15.9193429214
64,809,14.9403782111
64,810,19.7524416215
64,811,16.4835358238
64,812,19.7220188379
64,813,15.6644989391
64,814,19.9400863013
64,815,17.7492022755
64,816,19.7693793657
64,817,19.8408004108
64,818,19.7319459970
64,819,20.0226153816
64,820,20.0767362546
64,821,20.0541169640
64,822,20.0232780590
64,823,20.1288002412
64,824,11.9050816861
64,825,19.9382286446
64,826,20.3311724692
64,827,14.4184759097
64,828,16.7199060570
64,829,20.2593085368
64,830,19.6680644028
64,831,17.6754471534
64,832,17.2451756972
64,833,15.4438732900
64,834,17.1598114804
64,835,19.7534869712
64,836,20.4751087020
64,837,16.4598553703
64,838,20.5344852979
64,839,20.3122802933
64,840,18.9940178084
64,841,16.8361751942
64,842,20.6462429719
64,843,20.8761545177
64,844,20.5479569721
64,845,20.8693134230
64,846,20.8985903146
64,847,16.1027301401
64,848,21.0034082666
64,849,20.8903136399
64,850,17.8727246965
64,851,20.8613376328
64,852,21.0655023693
64,853,21.0081088205
64,854,21.0878483165
64,855,20.9900767600
64,856,21.0845597168
64,857,13.9931549163
64,858,19.9763074478
64,859,21.2880418169
64,860,21.1414961910
64,861,17.3265405289
64,862,21.0209016189
64,863,21.1812743375
64,864,21.2528623543
64,865,21.3120659061
64,866,16.8674009632
64,867,21.2848621440
64,868,20.5230089969
64,869,12.5559362103
64,870,21.4341158155
64,871,19.6093621339
64,872,21.5504905513
64,873,21.5128394853
64,874,19.0332491875
64,875,21.5852323287
64,876,21.5876961115
64,877,21.8618965346
64,878,21.6684658352
64,879,20.1713790462
64,880,21.7987746011
64,881,21.6511503020
64,882,21.8872335266
64,883,21.7300410555
64,884,20.4482457623
64,885,22.1540763876
64,886,22.0258397585
64,887,16.1802210880
64,888,22.0952831761
64,889,19.5622527106
64,890,22.0821251297
64,891,21.0041717118
64,892,22.1632386616
64,893,22.1455099272
64,894,22.2044563529
64,895,22.1143657928
64,896,22.0164474461
64,897,21.3357799691
64,898,22.2903751526
64,899,21.0854410807
64,900,21.0292870021
64,901,17.3257575612
64,902,19.8020037937
64,903,19.2470268583
64,904,22.6736849513
64,905,22.7399669354
64,906,22.7589792993
64,907,22.8267068348
64,908,19.8920593480
64,909,20.1882754399
64,910,20.9573668145
64,911,22.2240462193
64,912,20.6117644775
64,913,21.0045256065
64,914,22.2841617810
64,915,22.7719218375
64,916,22.8989947156
64,917,15.4138076491
64,918,18.1934116070
64,919,22.9092280384
64,920,23.2533198586
64,921,21.7611919987
64,922,22.8013576758
64,923,23.1212802982
64,924,23.2421090454
64,925,22.4504527623
64,926,23.1779782138
64,927,23.2225337713
64,928,20.1543545187
64,929,23.1681466657
64,930,23.0933108879
64,931,23.4834475132
64,932,23.2801112384
64,933,23.4686781452
64,934,21.1887432939
64,935,23.4893316908
64,936,23.3494621159
64,937,19.2512493243
64,938,22.6720432962
64,939,23.7127353667
64,940,23.6920797652
64,941,23.4772306274
64,942,23.5410206048
64,943,23.8349060416
64,944,20.3685710370
64,945,17.8173700578
64,946,23.8692841406
64,947,24.0824567765
64,948,21.4265892882
64,949,19.8958587912
64,950,21.7641203847
64,951,19.1579549476
64,952,21.8047406923
64,953,23.1573516470
64,954,24.2350151882
64,955,21.6837455350
64,956,23.8311080226
64,957,24.0933890097
64,958,21.7244222029
64,959,24.2728884619
64,960,22.3975079764
64,961,20.4893813159
64,962,24.2037060535
64,963,22.9613400569
64,964,24.2694487576
64,965,24.5167625161
64,966,21.4250578790
64,967,24.6102979018
64,968,24.2787159443
64,969,24.6326686126
64,970,24.6442427238
64,971,22.0689771815
64,972,22.4125004230
64,973,24.5875163554
64,974,24.6377471883
64,975,24.6273882816
64,976,24.7253581746
64,977,24.7975027983
64,978,24.8238097721
64,979,24.9366957847
64,980,23.9767248951
64,981,24.8558684543
64,982,21.5050762065
64,983,19.6401362918
64,984,25.0158656181
64,985,25.1248266998
64,986,21.7384911384
64,987,24.9058772555
64,988,25.0455992400
64,989,24.9262502164
64,990,25.2350535429
64,991,23.6488652908
64,992,25.1861856113
64,993,25.0423927783
64,994,23.7862991712
64,995,25.0387483167
64,996,25.3140630595
64,997,25.3438287832
64,998,22.9309676574
64,999,22.3494396308
64,1000,25.7177185812
64,1001,25.4509063523
64,1002,25.6032202539
64,1003,25.4937038390
64,1004,25.5763892075
64,1005,20.1500557347
64,1006,25.6962945578
64,1007,25.8041516439
64,1008,20.4183440039
64,1009,22.7748972076
64,1010,25.9903191580
64,1011,25.7310740823
64,1012,18.6531562395
64,1013,24.3367714725
64,1014,24.8927830422
64,1015,26.0654514066
64,1016,26.1410588972
64,1017,19.9978329709
64,1018,16.2075753102
64,1019,23.1875083178
64,1020,26.0894768043
64,1021,26.1539880695
64,1022,26.3909226344
64,1023,26.0251766809
64,1024,26.3822967859
64,1025,26.4015129452
64,1026,25.8057083142
64,1027,26.3188043639
64,1028,26.2413306354
64,1029,26.4787558189
64,1030,25.1351355895
64,1031,26.1883238357
64,1032,23.0931477962
64,1033,26.6035687015
64,1034,26.0416489123
64,1035,26.6386884193
64,1036,26.6443740542
64,1037,26.8705093402
64,1038,24.2915950238
64,1039,25.2346190050
64,1040,26.6711326067
64,1041,26.2288499337
64,1042,23.3536214457
64,1043,26.8303786487
64,1044,26.9908602877
64,1045,26.6738942716
64,1046,25.1851535185
64,1047,26.7613679874
64,1048,24.6365068021
64,1049,26.9973654438
64,1050,18.7736858066
64,1051,20.6489033191
64,1052,19.9994886714
64,1053,27.2766803761
64,1054,24.6817201788
64,1055,27.3046223613
64,1056,27.2138127120
64,1057,27.4199131714
64,1058,27.2956018756
64,1059,27.4748727914
64,1060,18.4194527285
64,1061,25.2531439026
64,1062,27.5224563887
64,1063,24.3706920761
64,1064,27.7416822569
64,1065,24.8366129247
64,1066,27.5842874639
64,1067,20.8323185744
64,1068,27.6641688628
64,1069,27.5436912692
64,1070,24.8922173640
64,1071,25.0940430982
64,1072,26.4160802439
64,1073,23.3764412507
64,1074,25.9884239007
64,1075,27.9892165400
64,1076,27.9111992716
64,1077,28.0552308351
64,1078,27.9530924530
64,1079,28.0273151671
64,1080,28.2177448411
64,1081,27.8858592296
64,1082,28.1992970532
64,1083,28.1603046250
64,1084,27.3623456823
64,1085,27.2032214273
64,1086,26.6502317930
64,1087,28.2664878193
64,1088,28.2781017768
64,1089,26.0009868219
64,1090,28.3946627229
64,1091,28.4463010214
64,1092,28.5491035411
64,1093,28.5064083411
64,1094,28.3889795298
64,1095,28.6822454810
64,1096,28.5150402939
64,1097,28.5676234881
64,1098,23.4756622980
64,1099,28.7622064977
64,1100,28.1004977385
64,1101,28.4545576623
64,1102,28.9145249152
64,1103,28.6739965509
64,1104,23.9591658863
64,1105,28.5170328700
64,1106,22.5623409976
64,1107,28.9672371099
64,1108,29.0812128754
64,1109,27.7575610289
64,1110,28.6212904397
64,1111,29.0077783949
64,1112,29.0364996903
64,1113,27.0233258479
64,1114,28.2939774931
64,1115,29.3336421304
64,1116,28.3272270075
64,1117,29.2339192448
64,1118,24.6497600863
64,1119,29.4488457471
64,1120,29.1574557463
64,1121,28.3664173142
64,1122,29.3116841221
64,1123,25.4267203724
64,1124,29.0630019321
64,1125,25.9284007933
64,1126,26.6627196044
64,1127,29.4502096952
64,1128,29.6564270967
64,1129,29.6885135326
64,1130,29.8612606151
64,1131,29.7577629485
64,1132,25.3875447595
64,1133,29.5593094621
64,1134,24.9262166079
64,1135,29.7176098760
64,1136,23.4369869571
64,1137,29.8739492972
64,1138,29.7583348395
64,1139,30.0973996058
64,1140,29.0720620291
64,1141,30.0408105350
64,1142,29.3956009122
64,1143,23.3054398326
64,1144,30.0911604242
64,1145,29.9778743865
64,1146,30.2294557400
64,1147,30.2712878607
64,1148,30.1699757643
64,1149,29.7158570846
64,1150,30.3630003007
64,1151,30.2133843766
64,1152,30.3867861744
64,1153,30.4244477427
64,1154,30.5586193888
64,1155,29.8085788936
64,1156,28.6893769819
64,1157,30.6278165337
64,1158,30.5502968877
64,1159,30.3690389582
64,1160,30.0615768493
64,1161,30.6656433082
64,1162,30.7509614333
64,1163,30.5421033875
64,1164,30.6123216926
64,1165,30.8953467772
64,1166,25.6472662602
64,1167,30.5595239694
64,1168,28.7401549626
64,1169,31.0295056375
64,1170,30.7781550790
64,1171,30.6783203497
64,1172,31.0569148319
64,1173,31.1314996088
64,1174,30.9619700074
64,1175,30.7762440636
64,1176,26.5356608055
64,1177,31.2627271494
64,1178,28.5582897924
64,1179,29.9926431837
64,1180,23.5637804948
64,1181,30.3040225449
64,1182,28.5877288661
64,1183,31.2248787083
64,1184,31.3568098869
64,1185,31.4760831856
64,1186,31.5068346911
64,1187,30.6995539652
64,1188,29.6088160837
64,1189,31.7063651589
64,1190,31.5103447235
64,1191,31.6733159333
64,1192,31.8071957073
64,1193,29.2133728854
64,1194,28.0479624724
64,1195,31.8885241019
64,1196,31.1895173929
64,1197,31.7924457905
64,1198,30.2608745402
64,1199,32.0276140166
64,1200,27.4987211614
64,1201,27.9905803993
64,1202,31.4064588057
64,1203,23.0422622297
64,1204,32.1668195649
64,1205,31.9993121451
64,1206,29.3670425961
64,1207,32.1859034630
64,1208,30.5543212062
64,1209,32.1074548811
64,1210,31.4841717195
64,1211,28.9216758664
64,1212,32.5977824305
64,1213,32.3480670927
64,1214,32.3065454779
64,1215,32.4067229024
64,1216,32.5200736597
64,1217,32.3129781550
64,1218,32.5064600816
64,1219,32.6279298741
64,1220,32.5866771029
64,1221,30.2587975183
64,1222,32.5653040001
64,1223,32.7188745949
64,1224,32.5240532501
64,1225,29.7385287990
64,1226,29.2854170366
64,1227,32.0269542600
64,1228,32.8706289710
64,1229,31.4965260296
64,1230,32.9733604069
64,1231,30.0921562280
64,1232,32.8505830981
64,1233,33.1241920625
64,1234,27.9780042602
64,1235,32.9011894465
64,1236,27.0867382826
64,1237,33.0957511279
64,1238,33.1702384960
64,1239,33.2202134380
64,1240,33.2287199990
64,1241,33.1533948379
64,1242,33.2968755897
64,1243,23.9793946466
64,1244,33.4775636140
64,1245,33.2944860027
64,1246,33.5342248403
64,1247,33.2564577427
64,1248,30.7858007546
64,1249,30.8106204074
64,1250,33.1509740230
64,1251,33.6268077533
64,1252,33.6379067571
64,1253,33.4097780439
64,1254,33.6551238840
64,1255,33.8021703688
64,1256,33.6720362029
64,1257,33.7864403695
64,1258,33.8490905692
64,1259,30.7545315810
64,1260,34.0110132492
64,1261,34.0617877422
64,1262,24.7179335553
64,1263,33.4804380416
64,1264,30.1820735207
64,1265,30.4281112093
64,1266,34.0774510256
64,1267,34.1214910451
64,1268,34.1390004776
64,1269,33.9981762465
64,1270,25.7034463340
64,1271,34.3029554598
64,1272,32.2693158406
64,1273,34.4145573107
64,1274,31.4492534433
64,1275,34.0886924959
64,1276,34.5738308538
64,1277,33.3633923032
64,1278,34.4248930749
64,1279,34.5134186483
64,1280,34.6555179063
64,1281,34.4267967502
64,1282,34.4995478166
64,1283,34.8492234623
64,1284,34.7524686675
64,1285,32.3814953670
64,1286,29.3588129692
64,1287,34.7822388287
64,1288,34.8965242749
64,1289,34.7271448690
64,1290,34.8389648678
64,1291,35.1152201151
64,1292,33.2043256578
64,1293,34.8645806144
64,1294,35.1203492236
64,1295,34.1828379192
64,1296,35.0801209129
64,1297,34.3583957630
64,1298,35.1274766768
64,1299,29.1188030091
64,1300,35.1408184811
64,1301,31.5531455008
64,1302,27.1459994227
64,1303,35.2373753589
64,1304,35.3082787701
64,1305,35.4655843265
64,1306,35.4651014791
64,1307,35.3718036132
