n,m,v10
128,299,-1.3050524947
128,300,-0.3853925529
128,301,-0.2365309948
128,302,-0.3100649530
128,303,0.4218095459
128,304,-0.3065171198
128,305,0.0051843037
128,306,-0.2380393033
128,307,-0.4629748719
128,308,-0.6601325613
128,309,-0.1400307492
128,310,-0.0003370619
128,311,-0.2094788647
128,312,-0.0394460126
128,313,-0.0466595359
128,314,-1.2875544106
128,315,1.1881265953
128,316,0.4193841090
128,317,-0.5176531630
128,318,-0.1106709904
128,319,-1.3993378657
128,320,-0.3965659681
128,321,-0.2194918096
128,322,0.0000054891
128,323,-1.0810182293
128,324,-0.0000000064
128,325,-0.2406766372
128,326,-0.6531768774
128,327,-1.0499319681
128,328,0.0000065439
128,329,-0.3233360248
128,330,-0.1722989139
128,331,-0.6843922994
128,332,0.0024612083
128,333,-0.4734262699
128,334,-1.0898523240
128,335,-0.0000000000
128,336,0.3399651338
128,337,-0.7466555894
128,338,-0.1422922425
128,339,-1.2094245991
128,340,-0.3523473234
128,341,-0.1627304683
128,342,-0.0000000032
128,343,0.2515338358
128,344,-0.1100302906
128,345,-0.0000000000
128,346,-0.8590510689
128,347,-0.4761460013
128,348,-0.0003033658
128,349,-0.0000000492
128,350,-0.2805884440
128,351,-1.1250576822
128,352,-0.8456236170
128,353,-0.0506793780
128,354,-0.2499254036
128,355,-0.0968596699
128,356,-0.4416537449
128,357,-0.0407384105
128,358,0.1818937436
128,359,-0.3424912991
128,360,-1.6865898972
128,361,-0.1806761747
128,362,-0.5320657382
128,363,1.5050391460
128,364,-1.7142135542
128,365,-0.1512113931
128,366,0.7032528672
128,367,-1.6975071823
128,368,0.0398016892
128,369,-0.9596383041
128,370,-0.0007000828
128,371,-0.0013220002
128,372,1.0836965961
128,373,-0.5383738504
128,374,0.3011502137
128,375,-1.0759910972
128,376,-1.1346785887
128,377,0.7366058711
128,378,0.0000003999
128,379,-0.9216415326
128,380,0.0760627379
128,381,-0.0046676137
128,382,-0.0405247790
128,383,0.0157798217
128,384,-1.2369150259
128,385,0.0000000034
128,386,-0.6238325021
128,387,-0.0396476465
128,388,0.0418799006
128,389,1.5622494486
128,390,-0.7338000282
128,391,0.6217427020
128,392,0.3448375747
128,393,-0.1751098829
128,394,-0.0000011953
128,395,0.9366300403
128,396,-1.1057994395
128,397,-2.4491070503
128,398,-3.0974619204
128,399,-2.3551772914
128,400,-1.6089190746
128,401,-1.2150491628
128,402,2.2940484333
128,403,-1.1959009138
128,404,0.5461780947
128,405,-2.7117658928
128,406,-1.5147571598
128,407,-0.1255694341
128,408,-0.6698271073
128,409,-0.0744660838
128,410,-0.0217029052
128,411,-0.2142694313
128,412,-3.9754365716
128,413,-1.0568863298
128,414,-1.4805985768
128,415,-0.9632827255
128,416,0.5295968976
128,417,-2.9394002233
128,418,-0.8597704456
128,419,-3.9205002776
128,420,0.0310911987
128,421,-0.5245422507
128,422,-1.9449864927
128,423,-0.5955704719
128,424,0.5153403655
128,425,-0.3198515173
128,426,-4.3615833794
128,427,-2.0227309635
128,428,-0.0925144101
128,429,0.0000000160
128,430,-0.6452186725
128,431,0.8516088154
128,432,-0.1172441170
128,433,-0.8598310334
128,434,0.0000000322
128,435,-2.6109448048
128,436,-0.3593656037
128,437,-1.8108246683
128,438,-1.1728115891
128,439,-0.7151541761
128,440,-0.4879223317
128,441,-0.8979996574
128,442,-2.3843765949
128,443,-2.1951198204
128,444,0.0800165833
128,445,0.4040784419
128,446,-2.7934697001
128,447,0.0000000000
128,448,-0.0000000000
128,449,-2.8736441742
128,450,-1.6327193812
128,451,-4.3020528625
128,452,-2.5360801676
128,453,1.0820108777
128,454,0.0140485803
128,455,0.0000000000
128,456,-0.6393760835
128,457,-0.0581716695
128,458,-0.8708196397
128,459,-5.0322633749
128,460,-1.1827702748
128,461,-2.0279750798
128,462,-3.0450188051
128,463,-1.5867762544
128,464,-2.3753117693
128,465,-1.4893495103
128,466,-0.8514201325
128,467,-3.8805152285
128,468,0.0000000000
128,469,-1.5317949355
128,470,-1.6966187076
128,471,-0.1764054592
128,472,-2.1528561482
128,473,-2.2494277735
128,474,-3.8237746885
128,475,-1.9449900593
128,476,-1.6970849052
128,477,-0.6251501098
128,478,-0.0773106996
128,479,-1.1510037546
128,480,-2.9000022657
128,481,-1.5813805288
128,482,-1.4521004867
128,483,-4.6889106692
128,484,-4.2130126000
128,485,-0.0342710487
128,486,-1.0717062308
128,487,-2.0158713386
128,488,-2.2672024819
128,489,-0.9752346525
128,490,-1.6362159692
128,491,-2.4460062995
128,492,-1.9342444897
128,493,0.0377714557
128,494,-8.0312751334
128,495,0.2603014158
128,496,-0.0363847839
128,497,-1.1496141887
128,498,-10.4376839352
128,499,1.1437249317
128,500,-3.2252909913
128,501,-2.1001162602
128,502,-1.0887647524
128,503,-0.7510745117
128,504,-0.5353142257
128,505,-1.3627735116
128,506,-2.2931240242
128,507,-5.1652942371
128,508,-1.0519738907
128,509,-0.5512916134
128,510,0.6624639743
128,511,-0.8608111997
128,512,-0.0000000051
128,513,-0.7003121729
128,514,-0.0000000000
128,515,-2.1258542126
128,516,-1.3013227158
128,517,-1.9003328969
128,518,-0.2379990102
128,519,-3.6581244587
128,520,-3.9022121922
128,521,-0.0431929962
128,522,-1.4434502595
128,523,-0.6088569569
128,524,-0.7285552728
128,525,1.7045773034
128,526,-2.2993544795
128,527,-0.8955685510
128,528,-2.7424463655
128,529,-0.5630571626
128,530,0.0000000000
128,531,-0.0188155597
128,532,-1.4217231460
128,533,0.0466476117
128,534,-1.4811217767
128,535,-2.3224921086
128,536,-0.0129873147
128,537,-0.9548376834
128,538,-2.5938907766
128,539,-1.8890355792
128,540,-0.0000000000
128,541,-1.0285518032
128,542,-3.8430429784
128,543,-0.6817401014
128,544,1.0084823781
128,545,0.0000038398
128,546,-0.9784913685
128,547,-2.8205092279
128,548,-2.1007620384
128,549,-3.1239059587
128,550,-0.4991725237
128,551,-7.2579217779
128,552,-1.2785325476
128,553,-0.0000000000
128,554,-0.6012227483
128,555,-4.5386330825
128,556,-1.1181674468
128,557,-2.3573493510
128,558,-0.2232760982
128,559,-1.8685170389
128,560,-0.4171879306
128,561,-2.2442647556
128,562,-1.5219805720
128,563,-1.0583492810
128,564,0.5348965308
128,565,-1.9153887438
128,566,-0.3406989033
128,567,-0.3327732181
128,568,1.5592999132
128,569,-0.7775719375
128,570,-2.3794750890
128,571,-0.1895927942
128,572,-2.6458252274
128,573,-2.2775230333
128,574,-0.0003309476
128,575,-4.5555204021
128,576,0.6374157125
128,577,-0.9883783129
128,578,0.5307367237
128,579,-0.4804192447
128,580,-1.3530701576
128,581,0.4599325799
128,582,-0.0000000655
128,583,-0.9199178514
128,584,-0.0237196217
128,585,1.4658305000
128,586,-2.7502471609
128,587,-1.8578438248
128,588,-0.7978337710
128,589,-1.1319276406
128,590,-2.6035394652
128,591,-0.7289601746
128,592,-2.6113388234
128,593,-0.1294297276
128,594,-0.0512819494
128,595,1.1534147450
128,596,-0.0000755258
128,597,-0.0002976828
128,598,-1.3875877592
128,599,-0.3574654562
128,600,0.3483416526
128,601,-1.5168304327
128,602,0.2606683602
128,603,-1.7888682089
128,604,-0.8672307053
128,605,-0.6045814145
128,606,-3.1705852006
128,607,-0.0000486362
128,608,1.4522599735
128,609,-2.4029161088
128,610,0.6369556741
128,611,-0.0782623521
128,612,-3.1312165344
128,613,0.0000000000
128,614,-0.0000000000
128,615,-0.9005203773
128,616,0.1894059100
128,617,-0.0000000078
128,618,-3.5659519719
128,619,-3.5346975207
128,620,-0.0001669300
128,621,-0.4836003662
128,622,1.2168724785
128,623,-0.5269196604
128,624,-1.2397853391
128,625,-0.9984257079
128,626,-0.8896979906
128,627,0.8103513014
128,628,0.6155688775
128,629,-0.0000000000
128,630,0.3456454555
128,631,-0.0077950989
128,632,0.4336159235
128,633,-1.3051853443
128,634,-3.5277055920
128,635,0.5739243318
128,636,0.2858352687
128,637,1.6573132511
128,638,-1.0483838272
128,639,-0.1671672710
128,640,-7.7871903558
128,641,0.2404706119
128,642,-9.8316124265
128,643,-1.5656460587
128,644,1.0507446392
128,645,-0.0747174764
128,646,-0.8846394556
128,647,-3.9282827771
128,648,-0.0125520711
128,649,0.0036315012
128,650,1.3395166563
128,651,0.4508403358
128,652,-0.0004545766
128,653,2.0487148303
128,654,-0.2846968637
128,655,-0.0002072018
128,656,1.4093141624
128,657,0.1566086422
128,658,0.0733212337
128,659,1.9544592255
128,660,-0.0000000004
128,661,-1.4984953437
128,662,-0.0000617737
128,663,0.7304752608
128,664,-0.0446155137
128,665,1.2535361289
128,666,0.0235733973
128,667,2.0854318021
128,668,-8.9531076942
128,669,-1.7227259891
128,670,1.9306900090
128,671,-0.0000004411
128,672,1.9007609722
128,673,-0.3566875546
128,674,0.0000000000
128,675,-0.9483284394
128,676,0.5237383283
128,677,0.0124088265
128,678,0.2605608879
128,679,-0.3169868680
128,680,-0.8434704866
128,681,-0.0017443924
128,682,0.0061655948
128,683,-0.7740330796
128,684,0.4008043187
128,685,0.1052696920
128,686,-0.0000010389
128,687,-0.5297908910
128,688,0.6401060306
128,689,1.2774081819
128,690,0.5262494407
128,691,-0.0001519693
128,692,1.2026895953
128,693,0.0247462461
128,694,-0.0000000000
128,695,-0.9833105791
128,696,0.0073918965
128,697,-0.7445813396
128,698,0.2285386062
128,699,3.0034823777
128,700,1.7849554234
128,701,-0.1957255030
128,702,0.4367488212
128,703,1.5189841348
128,704,-0.1093239877
128,705,0.5778324426
128,706,0.2014807296
128,707,-2.7244024137
128,708,0.0000010491
128,709,0.2254392757
128,710,0.6100998043
128,711,0.9286862528
128,712,-0.2574994558
128,713,2.1282374205
128,714,-3.5645545662
128,715,-0.1870898073
128,716,-0.4485789175
128,717,2.8474249687
128,718,1.3454327805
128,719,-1.4662650744
128,720,-1.3740024061
128,721,-0.9287223209
128,722,0.0000000000
128,723,0.5779682041
128,724,-0.0000715826
128,725,0.1465121955
128,726,0.7730072230
128,727,-0.0049298182
128,728,-0.0000003303
128,729,-1.9025776790
128,730,-0.5776050995
128,731,2.0389508988
128,732,-0.3453655716
128,733,2.1513406454
128,734,-0.0002368221
128,735,1.9314719490
128,736,1.3732557717
128,737,-1.0011244815
128,738,1.4203264748
128,739,-0.0001224611
128,740,2.0326582421
128,741,1.1211320256
128,742,0.6043560208
128,743,-1.5326085807
128,744,2.4434029089
128,745,-0.0000000000
128,746,-0.0888650999
128,747,-1.5814017133
128,748,0.5667012943
128,749,-1.2971407352
128,750,1.6651207349
128,751,1.3812503993
128,752,-0.2642397001
128,753,0.6615302629
128,754,-2.8762715047
128,755,2.3855524322
128,756,2.0351560677
128,757,-0.0000000000
128,758,0.7023562728
128,759,-1.7401331571
128,760,1.4498602934
128,761,-0.8456127708
128,762,1.4581832570
128,763,0.0000000000
128,764,-3.0419435234
128,765,0.9262496810
128,766,0.6304821264
128,767,-0.0000001421
128,768,3.2999889689
128,769,-0.0761864369
128,770,-6.9651558288
128,771,1.2941506370
128,772,0.3458928348
128,773,0.9809197473
128,774,0.3963636791
128,775,-0.0000532057
128,776,-0.0000030708
128,777,-0.7129541594
128,778,0.2278537788
128,779,0.6887831788
128,780,2.1959014134
128,781,0.4045338417
128,782,0.7243980209
128,783,1.2089358565
128,784,2.1898811847
128,785,1.2337057048
128,786,2.1572705705
128,787,2.4354964279
128,788,-4.6888795150
128,789,-0.0014183684
128,790,0.0380643085
128,791,0.2520531395
128,792,-0.5251796299
128,793,-0.8307339323
128,794,1.8585020981
128,795,1.8195333251
128,796,2.4080428193
128,797,-7.0139649675
128,798,-0.0000000000
128,799,-0.5434227824
128,800,1.7529473493
128,801,-0.0000007625
128,802,3.3348176861
128,803,1.2863000296
128,804,3.8088240774
128,805,0.4311078860
128,806,-0.5146522843
128,807,-0.0025313573
128,808,-3.5549028782
128,809,-1.4334841515
128,810,1.1181634248
128,811,1.1658472599
128,812,-0.0004353602
128,813,-0.0546459702
128,814,2.4974031847
128,815,0.6478126541
128,816,1.1601528679
128,817,2.8516772216
128,818,0.5801913790
128,819,-7.0269740434
128,820,2.6696694462
128,821,0.3241207318
128,822,-0.0000000000
128,823,2.6874362828
128,824,1.1089503133
128,825,-1.4565279949
128,826,-0.5931780500
128,827,3.0898168178
128,828,1.7810471556
128,829,2.9698549290
128,830,1.1654226626
128,831,-0.0000341420
128,832,0.0506145314
128,833,3.4549909397
128,834,1.4547277935
128,835,0.5918201909
128,836,-3.5440966635
128,837,3.2416636292
128,838,-0.0000001726
128,839,3.2621482060
128,840,0.0968640741
128,841,-0.3363792541
128,842,3.6434117374
128,843,2.9148613842
128,844,-0.0000000001
128,845,3.1441171188
128,846,2.0341254746
128,847,2.4650706212
128,848,-0.0000000320
128,849,0.7060480212
128,850,0.8897262948
128,851,0.8299979659
128,852,4.6227000847
128,853,0.0728844792
128,854,-0.0000000000
128,855,0.0271320948
128,856,0.6900353165
128,857,-0.7381644217
128,858,-2.6704961352
128,859,1.4837025222
128,860,0.8253461160
128,861,2.0914555701
128,862,3.3162748015
128,863,-0.0000004560
128,864,2.5642062247
128,865,0.3936461033
128,866,-0.1387273091
128,867,0.3467483749
128,868,0.6148303072
128,869,3.6214450039
128,870,4.4281187843
128,871,1.2632487405
128,872,-1.2298124117
128,873,-0.0000000000
128,874,2.4048503045
128,875,4.2560895304
128,876,-0.2457986870
128,877,2.7835119696
128,878,1.5379761190
128,879,1.6098356822
128,880,0.1440868681
128,881,-3.2697460708
128,882,0.1243904525
128,883,-6.8806879534
128,884,0.5809554950
128,885,0.2301239938
128,886,1.2041863478
128,887,4.5401520809
128,888,2.7343236308
128,889,2.2633928975
128,890,0.9120848466
128,891,3.1786517906
128,892,-0.0000081588
128,893,0.1547263549
128,894,-8.6572125853
128,895,-3.8766964939
128,896,2.2912159763
128,897,-0.0000003717
128,898,1.5009992226
128,899,3.9494252909
128,900,2.4021175343
128,901,2.1375085807
128,902,-0.0000000000
128,903,0.9635347071
128,904,0.9028400503
128,905,2.1900514496
128,906,3.3104318388
128,907,2.5003627274
128,908,-0.0000000000
128,909,4.0878656460
128,910,1.1799702873
128,911,2.8527667731
128,912,3.3005685298
128,913,2.9889241767
128,914,-0.0774098837
128,915,2.0728887207
128,916,0.3554922160
128,917,1.9695491840
128,918,-0.0522406388
128,919,-9.3418047685
128,920,3.6126949841
128,921,1.7802685716
128,922,4.4999657750
128,923,2.9859894831
128,924,2.0373344562
128,925,1.4161622353
128,926,2.0186549373
128,927,1.9288744255
128,928,5.5988576062
128,929,2.3061548390
128,930,4.6626077253
128,931,0.6903096979
128,932,2.2018366129
128,933,-2.7521557135
128,934,1.0702498975
128,935,1.3464046312
128,936,1.0485085582
128,937,1.6339453144
128,938,4.7624594266
128,939,0.9243967060
128,940,0.9165765861
128,941,2.6124561408
128,942,2.0410746097
128,943,-0.2442308454
128,944,3.5824288085
128,945,-0.0000000000
128,946,0.4767986202
128,947,3.7171374262
128,948,5.0477849493
128,949,1.5764624104
128,950,1.8971567526
128,951,0.0059469707
128,952,3.6660076590
128,953,1.8472154427
128,954,4.2495501457
128,955,-0.4809992582
128,956,-0.0000039506
128,957,5.5151060152
128,958,-3.4345293984
128,959,6.2820134278
128,960,3.5914828950
128,961,-4.0836271435
128,962,3.6727780157
128,963,3.2760861859
128,964,-3.5622977433
128,965,4.0882265185
128,966,2.0075243566
128,967,2.9755602246
128,968,1.7642974362
128,969,1.9657567025
128,970,5.1778172449
128,971,3.5808361834
128,972,3.8707555043
128,973,3.2570062620
128,974,1.6574574026
128,975,3.1471578361
128,976,6.0198318314
128,977,3.0344817900
128,978,4.7994314016
128,979,2.3265694887
128,980,2.4326377183
128,981,4.5951858142
128,982,2.5746744770
128,983,2.4396085732
128,984,5.9429529120
128,985,0.4685506434
128,986,4.3193495228
128,987,3.4926185065
128,988,4.3665909496
128,989,1.4205369683
128,990,1.4827588985
128,991,2.5625446205
128,992,2.8393117334
128,993,2.0181551232
128,994,4.0610765532
128,995,6.3816991268
128,996,-0.2658874142
128,997,4.9250289508
128,998,6.0186978032
128,999,5.5120770774
128,1000,-1.1917933402
128,1001,1.1567450393
128,1002,3.6969182865
128,1003,-0.0000000000
128,1004,1.9611204299
128,1005,1.8846287770
128,1006,0.6936531230
128,1007,5.5574318205
128,1008,0.6603125858
128,1009,5.1777898511
128,1010,2.3416226183
128,1011,1.2781441497
128,1012,0.8423851022
128,1013,0.6046718619
128,1014,4.5037747698
128,1015,-3.6574740051
128,1016,3.0473062056
128,1017,4.3800927548
128,1018,3.1866503457
128,1019,0.0000000000
128,1020,1.0097508027
128,1021,1.9187522571
128,1022,4.9988317911
128,1023,2.5750406586
128,1024,2.8544411058
128,1025,5.7484748767
128,1026,5.8928577079
128,1027,1.7758588830
128,1028,1.7934021111
128,1029,4.8367074729
128,1030,5.1662814674
128,1031,2.3037085612
128,1032,1.6569533369
128,1033,4.0588325167
128,1034,4.1734618287
128,1035,2.3564721500
128,1036,2.1985336237
128,1037,2.2558419843
128,1038,2.5969661803
128,1039,3.4573221800
128,1040,4.6076763257
128,1041,4.6249191422
128,1042,3.0514380096
128,1043,4.7148869263
128,1044,4.2610412807
128,1045,3.1044517614
128,1046,1.9907915140
128,1047,0.0000000000
128,1048,4.5416103619
128,1049,2.5195164225
128,1050,2.8463015485
128,1051,1.8878408303
128,1052,4.0426639685
128,1053,0.2580372418
128,1054,6.3476133510
128,1055,4.1908598804
128,1056,3.2421221376
128,1057,2.6958749041
128,1058,5.0229631797
128,1059,5.1708428731
128,1060,-3.1515039881
128,1061,-0.0000000000
128,1062,3.4545723161
128,1063,3.8341572259
128,1064,2.8505580137
128,1065,3.3183758185
128,1066,5.5032158269
128,1067,4.1862254208
128,1068,0.6537110582
128,1069,3.6147875955
128,1070,2.2224450085
128,1071,3.7483771476
128,1072,3.2357076049
128,1073,2.1016030108
128,1074,4.5554783894
128,1075,2.1908871882
128,1076,0.9066200356
128,1077,7.3477998024
128,1078,-0.0000000000
128,1079,4.0629141966
128,1080,4.5612497848
128,1081,8.6201649524
128,1082,-0.0000002104
128,1083,5.0469770273
128,1084,2.1815243194
128,1085,3.2963673176
128,1086,4.4414095710
128,1087,7.4590989639
128,1088,3.6521040306
128,1089,5.2089574878
128,1090,3.4551588127
128,1091,0.2057945420
128,1092,5.1839820627
128,1093,3.6079276345
128,1094,7.2456243688
128,1095,4.7564447734
128,1096,3.5701233760
128,1097,5.2104680496
128,1098,5.5904348721
128,1099,6.3915640592
128,1100,6.9622514131
128,1101,7.3059503232
128,1102,4.2455478400
128,1103,4.5478981366
128,1104,6.3483021269
128,1105,6.8671053826
128,1106,5.9436278828
128,1107,4.5949873997
128,1108,6.0405395214
128,1109,3.3551907144
128,1110,3.5340975564
128,1111,5.4290556798
128,1112,4.7115480472
128,1113,4.1139504011
128,1114,8.2965460411
128,1115,6.7401102358
128,1116,2.7887250571
128,1117,8.0998568282
128,1118,5.4886522491
128,1119,3.5951086796
128,1120,2.6556186659
128,1121,5.4793011896
128,1122,3.4373439401
128,1123,6.0540413114
128,1124,0.8666574085
128,1125,3.4176872334
128,1126,-0.0000000001
128,1127,6.7201983632
128,1128,4.4659476763
128,1129,5.1895790004
128,1130,-4.2868309211
128,1131,1.7745022314
128,1132,6.2090201592
128,1133,4.7140952951
128,1134,7.0961638270
128,1135,1.6031226048
128,1136,0.2788728112
128,1137,6.7260508826
128,1138,6.9471521857
128,1139,5.5939351019
128,1140,2.4058731014
128,1141,2.5198149064
128,1142,5.6933205910
128,1143,2.3701434681
128,1144,3.8160748890
128,1145,4.3450128615
128,1146,7.9208846096
128,1147,10.8204628690
128,1148,2.1039904988
128,1149,6.6505052405
128,1150,4.1030735348
128,1151,6.5331601340
128,1152,7.0786137531
128,1153,6.3218718431
128,1154,6.4163805245
128,1155,3.0503755998
128,1156,3.9173846433
128,1157,6.5311759846
128,1158,8.0406723186
128,1159,5.7122680404
128,1160,8.5518931213
128,1161,4.9783341601
128,1162,5.1514748663
128,1163,6.1926230966
128,1164,6.9144878808
128,1165,3.5108314150
128,1166,1.2156220824
128,1167,5.6038083063
128,1168,5.5213498888
128,1169,3.3832434798
128,1170,4.8108268183
128,1171,6.6794437713
128,1172,3.7869394469
128,1173,2.1683824224
128,1174,3.9371686580
128,1175,3.9644207757
128,1176,6.8767410745
128,1177,4.9292378691
128,1178,8.4312225033
128,1179,4.0649221510
128,1180,0.5979558963
128,1181,6.1997306392
128,1182,6.7350984728
128,1183,3.8801313774
128,1184,5.3893078705
128,1185,4.5577006171
128,1186,6.6765993279
128,1187,3.0488945369
128,1188,5.4784353027
128,1189,2.0050955543
128,1190,3.8844288694
128,1191,0.1040237781
128,1192,6.0660179471
128,1193,5.7465371756
128,1194,4.0585401805
128,1195,3.6071560475
128,1196,6.9054592326
128,1197,4.6120118220
128,1198,7.6622261069
128,1199,8.9571826101
128,1200,5.6792905596
128,1201,6.7045845043
128,1202,4.8908431666
128,1203,8.5912640460
128,1204,3.4408569952
128,1205,6.2865352749
128,1206,6.5853194696
128,1207,-5.5062534499
128,1208,1.8726847648
128,1209,5.4651813541
128,1210,3.7592425391
128,1211,7.2888194955
128,1212,6.7210007440
128,1213,2.9293368022
128,1214,5.4634406862
128,1215,6.6170322780
128,1216,5.6361075651
128,1217,3.1659290779
128,1218,2.6568718518
128,1219,5.8971180057
128,1220,5.3335526041
128,1221,4.3022144287
128,1222,7.4788172414
128,1223,10.2496330700
128,1224,3.5948168266
128,1225,2.2338982692
128,1226,0.0000000000
128,1227,5.2869813622
128,1228,5.0887478614
128,1229,5.6088112729
128,1230,6.2417126920
128,1231,7.9725912542
128,1232,0.4806687502
128,1233,3.7735610966
128,1234,8.7710923641
128,1235,3.8799574715
128,1236,10.2100467967
128,1237,4.8981498898
128,1238,7.2305990526
128,1239,4.4758585235
128,1240,1.6021832140
128,1241,3.7606638622
128,1242,3.8858168714
128,1243,6.1282909331
128,1244,7.6724876320
128,1245,-0.8675120363
128,1246,8.0910037562
128,1247,4.7528997096
128,1248,4.2683677402
128,1249,9.9023813602
128,1250,7.8244619443
128,1251,6.3377941978
128,1252,6.8806364971
128,1253,2.0293787822
128,1254,6.1918603606
128,1255,5.7987119917
128,1256,5.4254389775
128,1257,3.3870663343
128,1258,9.4488341627
128,1259,10.3089541578
128,1260,7.5340847928
128,1261,3.9329938703
128,1262,8.3401041378
128,1263,3.1722952958
128,1264,2.8211471095
128,1265,10.9331464748
128,1266,2.4178067006
128,1267,4.8479079205
128,1268,7.7036194775
128,1269,9.6559316999
128,1270,6.3182624785
128,1271,4.3368358211
128,1272,6.1657990113
128,1273,7.1045255089
128,1274,7.2929467914
128,1275,7.7597812037
128,1276,3.0027032558
128,1277,0.2910375975
128,1278,6.6066189123
128,1279,6.9383295913
128,1280,4.6256688068
128,1281,6.3641272500
128,1282,6.5740216387
128,1283,9.6997711770
128,1284,8.1125715292
128,1285,6.1119743225
128,1286,5.4849699313
128,1287,5.7800634949
128,1288,6.7871679276
128,1289,6.4088676727
128,1290,9.4467906435
128,1291,6.8371881656
128,1292,2.5273547494
128,1293,7.9274228178
128,1294,9.1041977564
128,1295,2.2885652197
128,1296,8.5249714455
128,1297,4.8468044214
128,1298,9.2102734852
128,1299,4.4675561919
128,1300,5.9197233935
128,1301,2.2852130356
128,1302,7.5559531802
128,1303,9.9542739434
128,1304,5.7967136338
128,1305,4.6595932831
128,1306,6.3136770427
128,1307,2.3441091990
128,1308,7.3582755503
128,1309,9.3507879210
128,1310,6.4312565841
128,1311,2.2449582433
128,1312,5.3558942063
128,1313,8.7712557335
128,1314,8.4705000066
128,1315,6.6075767047
128,1316,0.6816294162
128,1317,7.6790648260
128,1318,2.5484694133
128,1319,8.1594248183
